Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare-at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text
bibs-smoczek-studio-kolor-2-pak-latex-baby-pink-coral,,,,,,,Size,2,,,,,BIB000038,,,,deny,manual,23.92,,TRUE,TRUE,5713795267521,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000038_5713795267521_2_BIBS_Studio_COLOUR_PACK_Rnd_Latex_Block_BabyPinkCoralMix_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Studio Kolor 2 Pak Latex Baby Pink/Coral - Size 2
bibs-smoczek-studio-kolor-2-pak-latex-jasmin-roz,BIBS Smoczek Studio Kolor 2 Pak Latex Jaśmin/Róż,"<p>BIBS Smoczek Studio Kolor 2 Pak Latex Jaśmin/Róż prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=LXHuarkJwHsc5hQoZeGFsQ"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=11017103"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=L_h-oOnVwv4RWVHyd5cr5A"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=12017103"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000042,,,,deny,manual,23.92,,TRUE,TRUE,5713795259656,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000042_5713795259656_3_BIBS_Studio_COLOUR_PACK_Rnd_Latex_Jasmine_BlushMix_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Studio Kolor 2 Pak Latex Jaśmin/Róż - Size 1
bibs-smoczek-studio-kolor-2-pak-latex-jasmin-roz,,,,,,,Size,2,,,,,BIB000037,,,,deny,manual,23.92,,TRUE,TRUE,5713795259533,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000037_5713795259533_3_BIBS_Studio_COLOUR_PACK_Rnd_Latex_Jasmine_BlushMix_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Studio Kolor 2 Pak Latex Jaśmin/Róż - Size 2
bibs-smoczek-studio-kolor-2-pak-latex-kosc-sloniowa-jasmin,BIBS Smoczek Studio Kolor 2 Pak Latex Kość Słoniowa/Jaśmin,"<p>BIBS Smoczek Studio Kolor 2 Pak Latex Kość Słoniowa/Jaśmin prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=Csv72Mz0TYvzDS0QFLkv6Q"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=11017101"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=ZfwwCOLRYz6uwY7yoMGiqw"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=12017101"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000041,,,,deny,manual,23.92,,TRUE,TRUE,5713795259670,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000041_5713795259656_3_BIBS_Studio_COLOUR_PACK_Rnd_Latex_Jasmine_IvoryMix_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Studio Kolor 2 Pak Latex Kość Słoniowa/Jaśmin - Size 1
bibs-smoczek-studio-kolor-2-pak-latex-kosc-sloniowa-jasmin,,,,,,,Size,2,,,,,BIB000036,,,,deny,manual,23.92,,TRUE,TRUE,5713795259557,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000036_5713795259557_3_BIBS_Studio_COLOUR_PACK_Rnd_Latex_Jasmine_IvoryMix_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Studio Kolor 2 Pak Latex Kość Słoniowa/Jaśmin - Size 2
bibs-smoczek-studio-kolor-2-pak-latex-kosc-sloniowa-wanilia,BIBS Smoczek Studio Kolor 2 Pak Latex Kość Słoniowa/Wanilia,"<p>BIBS Smoczek Studio Kolor 2 Pak Latex Kość Słoniowa/Wanilia prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=hpFgnWLlZ2DyWw_x4XLbBw"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=11015104"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000040,,,,deny,manual,23.92,,TRUE,TRUE,5713795259694,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000040_5713795259694_3_BIBS_Studio_COLOUR_PACK_Rnd_Latex_Pin_IvoryVanillaMix_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Studio Kolor 2 Pak Latex Kość Słoniowa/Wanilia - Size 1
bibs-smoczek-supreme-2-pak-silikon-kosc-sloniowa-roz,BIBS Smoczek Supreme 2 Pak Silikon Kość Słoniowa/Róż,"<p>BIBS Smoczek Supreme 2 Pak Silikon Kość Słoniowa/Róż prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Silicone</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=Kvt_JN7fRYeYVnslFpxDpA"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=160221"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=Z7lqOLAd-8PvWJADYRaAHg"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=260216"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Silicone",FALSE,Size,1,,,,,BIB000034,,,,deny,manual,21.87,,TRUE,TRUE,5713795209606,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000034_5713795209606_2_BIBS_SUPREME_PACK_Sym_Silicone_Ivory_Blush_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Supreme 2 Pak Silikon Kość Słoniowa/Róż - Size 1
bibs-smoczek-supreme-2-pak-silikon-kosc-sloniowa-roz,,,,,,,Size,2,,,,,BIB000031,,,,deny,manual,21.87,,TRUE,TRUE,5713795209668,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000031_5713795209668_2_BIBS_SUPREME_PACK_Sym_Silicone_Ivory_Blush_2000x2000%20(2)%20(600%20x%20600).jpg,BIBS Smoczek Supreme 2 Pak Silikon Kość Słoniowa/Róż - Size 2
bibs-smoczek-supreme-2-pak-silikon-kosc-sloniowa-szalwia,BIBS Smoczek Supreme 2 Pak Silikon Kość Słoniowa/Szałwia,"<p>BIBS Smoczek Supreme 2 Pak Silikon Kość Słoniowa/Szałwia prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Silicone</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=86-gnCuxyhCQqx7ZqbStlg"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=160346"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=IKd0-jm6sWgWGdnbPVXgsA"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=260346"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Silicone",FALSE,Size,1,,,,,BIB000033,,,,deny,manual,21.87,,TRUE,TRUE,5713795199396,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000033_5713795199396_2_BIBS_SUPREME_PACK_Sym_Silicone_Ivory_Sage_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Supreme 2 Pak Silikon Kość Słoniowa/Szałwia - Size 1
bibs-smoczek-supreme-2-pak-silikon-kosc-sloniowa-szalwia,,,,,,,Size,2,,,,,BIB000030,,,,deny,manual,21.87,,TRUE,TRUE,5713795199419,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000030_5713795199419_2_BIBS_SUPREME_PACK_Sym_Silicone_S2_Ivory_Sage_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Supreme 2 Pak Silikon Kość Słoniowa/Szałwia - Size 2
bibs-smoczek-supreme-2-pak-silikon-wanilia-ciemny-dab,BIBS Smoczek Supreme 2 Pak Silikon Wanilia/Ciemny Dąb,"<p>BIBS Smoczek Supreme 2 Pak Silikon Wanilia/Ciemny Dąb prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Silicone</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=Y9kueqjDYEcH0OXZVDexuA"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=160336"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=7Ef182wzCvGoPV2v3W9PuQ"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=260336"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Silicone",FALSE,Size,1,,,,,BIB000032,,,,deny,manual,21.87,,TRUE,TRUE,5713795199068,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000032_5713795199068_2_BIBS_SUPREME_PACK_Sym_Silicone_Vanilla_DarkOak_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Supreme 2 Pak Silikon Wanilia/Ciemny Dąb - Size 1
bibs-smoczek-supreme-2-pak-silikon-wanilia-ciemny-dab,,,,,,,Size,2,,,,,BIB000029,,,,deny,manual,21.87,,TRUE,TRUE,5713795199082,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000029_5713795199082_2_BIBS_SUPREME_PACK_Sym_Silicone_Vanilla_DarkOak_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Supreme 2 Pak Silikon Wanilia/Ciemny Dąb - Size 2
bibs-try-it-zestaw-3-smoczkow-kauczuk-kosc-sloniowa,BIBS Try-It Zestaw 3 Smoczków Kauczuk Kość Słoniowa,"<p>BIBS Try-It Zestaw 3 Smoczków Kauczuk Kość Słoniowa prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Pacifier</li><li>Available sizes: Default</li></ul><p>Original AICO links:</p><ul><li>BIB000025: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=SUwpEO5F02qN722DFWGlBQ"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=81340"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Pacifier",FALSE,Title,Default Title,,,,,BIB000025,,,,deny,manual,25.97,,TRUE,TRUE,5713795249251,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000025_5713795249251_2_BIBS_Try-it_COLOUR_PACK_Ivory_2000x2000%20(600%20x%20600).jpg,BIBS Try-It Zestaw 3 Smoczków Kauczuk Kość Słoniowa
bibs-try-it-zestaw-4-smoczkow-baby-blue,BIBS Try-It Zestaw 4 Smoczków Baby Blue,"<p>BIBS Try-It Zestaw 4 Smoczków Baby Blue prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Pacifier</li><li>Available sizes: 1</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=bv8QAoLxifgn8rY6fSzxoQ"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=91342"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Pacifier",FALSE,Size,1,,,,,BIB000024,,,,deny,manual,37.79,,TRUE,TRUE,5713795222889,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000024_91342%20(458%20x%20458).jpg,BIBS Try-It Zestaw 4 Smoczków Baby Blue - Size 1
bibs-try-it-zestaw-4-smoczkow-kosc-sloniowa,BIBS Try-It Zestaw 4 Smoczków Kość Słoniowa,"<p>BIBS Try-It Zestaw 4 Smoczków Kość Słoniowa prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Pacifier</li><li>Available sizes: 1</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=xE2dSiB0C_DGmhkWZIaZKw"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=91340"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Pacifier",FALSE,Size,1,,,,,BIB000022,,,,deny,manual,37.79,,TRUE,TRUE,5713795217069,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000022_91340%20(458%20x%20458).jpg,BIBS Try-It Zestaw 4 Smoczków Kość Słoniowa - Size 1
bibs-try-it-zestaw-4-smoczkow-roz,BIBS Try-It Zestaw 4 Smoczków Róż,"<p>BIBS Try-It Zestaw 4 Smoczków Róż prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Pacifier</li><li>Available sizes: 1</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=Ct5Ur67-7oG0CRWFQdrqhg"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=91341"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Pacifier",FALSE,Size,1,,,,,BIB000023,,,,deny,manual,37.79,,TRUE,TRUE,5713795222872,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000023_91341%20(458%20x%20458).jpg,BIBS Try-It Zestaw 4 Smoczków Róż - Size 1
